
line,tech_id,stop_name,stop_delay,schedule_stop_departure_time,timestamp
R17,33514,Salou - Port Aventura,2,22-07-2022 18:10:00,22-07-2022 18:13:51
RT2,33859,L'Arboç,0,22-07-2022 18:54:00,22-07-2022 18:13:45
NA,34624,Montcada i Reixac-Santa Maria,3,NA,22-07-2022 17:59:57
R12,34624,Montcada Bifurcació,4,22-07-2022 18:07:00,22-07-2022 18:07:39
R12,34624,Barcelona-Sant Andreu Arenal,5,22-07-2022 18:12:00,22-07-2022 18:13:00
R12,34627,L'Hospitalet de Llobregat,0,22-07-2022 18:30:00,22-07-2022 18:13:34
RG1,34664,Sant Andreu de Llavaneres,16,22-07-2022 18:12:00,22-07-2022 18:13:07
RG1,34664,Caldes d'Estrac,15,22-07-2022 18:09:00,22-07-2022 18:07:18
RG1,34664,Arenys de Mar,16,22-07-2022 18:07:00,22-07-2022 18:07:10
NA,34664,Sant Pol de Mar,16,NA,22-07-2022 17:59:34
RG1,34666,Figueres,0,22-07-2022 19:01:00,22-07-2022 18:12:37
R11,34684,Barcelona-Sants,0,22-07-2022 18:46:00,22-07-2022 18:13:07
R4,77442,Sant Vicenç de Castellet,3,22-07-2022 18:15:00,22-07-2022 18:07:42
R4,77444,Barcelona-Sant Andreu Arenal,28,22-07-2022 18:11:00,22-07-2022 18:13:34
R4,77444,Barcelona-Arc de Triomf,30,22-07-2022 18:02:00,22-07-2022 18:07:47
NA,77444,Barcelona-Plaça de Catalunya,27,NA,22-07-2022 19:59:00
R4,77446,Barcelona-Sants,5,22-07-2022 18:03:00,22-07-2022 19:59:00
NA,77446,L'Hospitalet de Llobregat,7,NA,22-07-2022 17:59:27
R4,77446,Barcelona-Arc de Triomf,7,22-07-2022 18:11:00,22-07-2022 18:13:34
R4,77446,Barcelona-Plaça de Catalunya,5,22-07-2022 18:08:00,22-07-2022 18:07:47
R4,77448,Martorell,8,22-07-2022 18:02:00,22-07-2022 18:07:10
R4,77448,Castellbisbal,9,22-07-2022 18:08:00,22-07-2022 18:13:37
NA,77450,Vilafranca del Penedès,6,NA,22-07-2022 18:07:52
R4,77450,Lavern-Subirats,6,22-07-2022 18:08:00,22-07-2022 18:13:39
R4,77452,Sant Vicenç de Calders,3,22-07-2022 18:08:00,22-07-2022 18:13:41
R4,77456,Sant Vicenç de Calders,0,22-07-2022 19:08:00,22-07-2022 18:13:45
R4,77546,La Granada,31,22-07-2022 18:13:00,22-07-2022 18:13:41
R4,77546,Sant Sadurní d'Anoia,31,22-07-2022 18:06:00,22-07-2022 18:07:54
R4,77546,Gelida,29,22-07-2022 18:01:00,22-07-2022 18:00:12
R4,77548,Molins de Rei,22,22-07-2022 18:02:00,22-07-2022 18:00:10
R4,77550,Barcelona-Sants,16,22-07-2022 18:05:00,22-07-2022 18:07:52
R4,77550,L'Hospitalet de Llobregat,14,22-07-2022 18:13:00,22-07-2022 18:13:39
NA,77550,Barcelona-Arc de Triomf,15,NA,22-07-2022 17:59:27
NA,77550,Barcelona-Plaça de Catalunya,14,NA,22-07-2022 18:00:10
NA,77552,Montcada Bifurcació,1,NA,22-07-2022 18:00:10
R4,77552,Barcelona-Sant Andreu Arenal,3,22-07-2022 18:05:00,22-07-2022 18:07:52
R4,77552,Barcelona-Arc de Triomf,1,22-07-2022 18:14:00,22-07-2022 18:13:39
NA,77554,Sant Miquel de Gonteres-Viladecavalls,0,NA,22-07-2022 17:59:27
R4,77554,Terrassa,-1,22-07-2022 18:03:00,22-07-2022 19:59:00
R4,77554,Sabadell Sud,0,22-07-2022 18:16:00,22-07-2022 18:13:39
R4,77554,Sabadell Centre,-1,22-07-2022 18:13:00,22-07-2022 18:13:00
R4,77554,Sabadell Nord,0,22-07-2022 18:10:00,22-07-2022 18:07:49
R4,77554,Terrassa Est,1,22-07-2022 18:06:00,22-07-2022 18:07:39
NA,77556,Manresa,0,NA,22-07-2022 19:59:00
R4,77556,Sant Vicenç de Castellet,1,22-07-2022 18:10:00,22-07-2022 18:07:47
R4,77556,Terrassa,1,22-07-2022 18:33:00,22-07-2022 18:13:34
R4,77558,Manresa,0,22-07-2022 18:27:00,22-07-2022 18:13:32
R4,77560,Manresa,0,22-07-2022 19:01:00,22-07-2022 18:13:30
R4,77748,Molins de Rei,11,22-07-2022 18:04:00,22-07-2022 18:07:52
NA,77748,Sant Feliu de Llobregat,9,NA,22-07-2022 18:00:10
R4,77750,Barcelona-Sants,3,22-07-2022 18:10:00,22-07-2022 18:13:39
NA,77750,Barcelona-La Sagrera-Meridiana,5,NA,22-07-2022 18:00:10
R4,77752,Sabadell Sud,1,22-07-2022 18:02:00,22-07-2022 19:59:00
NA,77752,Sabadell Centre,0,NA,22-07-2022 17:59:27
R4,77752,Barberà del Vallès,2,22-07-2022 18:05:00,22-07-2022 18:07:52
R4,77752,Montcada i Reixac-Santa Maria,4,22-07-2022 18:10:00,22-07-2022 18:13:39
R4,77754,Terrassa,0,22-07-2022 18:18:00,22-07-2022 19:59:00
R4,77756,Terrassa,0,22-07-2022 18:48:00,22-07-2022 18:13:34
NA,77851,Montcada Bifurcació,3,NA,22-07-2022 19:59:00
R7,77853,Barcelona-Sant Andreu Arenal,0,22-07-2022 18:21:00,22-07-2022 19:59:00
R7,77855,Barcelona-Sant Andreu Arenal,0,22-07-2022 18:51:00,22-07-2022 18:13:34
R7,77890,Barcelona-Sants,2,22-07-2022 18:02:00,22-07-2022 18:00:07
R7,77890,Cornellà,2,22-07-2022 18:13:00,22-07-2022 18:13:37
R7,77890,L'Hospitalet de Llobregat,2,22-07-2022 18:10:00,22-07-2022 18:07:49
NA,77890,Barcelona-Plaça de Catalunya,3,NA,22-07-2022 17:59:27
NA,77892,Cerdanyola del Vallès,0,NA,22-07-2022 18:00:07
R7,77892,Montcada i Reixac-Manresa,1,22-07-2022 18:06:00,22-07-2022 18:07:49
R7,77892,Barcelona-Torre del Baró,1,22-07-2022 18:11:00,22-07-2022 18:13:00
R7,77892,Barcelona-Sant Andreu Arenal,2,22-07-2022 18:14:00,22-07-2022 18:13:37
R7,77894,Cerdanyola-Universitat,0,22-07-2022 18:25:00,22-07-2022 19:59:00
R7,77896,Cerdanyola-Universitat,0,22-07-2022 18:55:00,22-07-2022 19:59:00
R4,77985,L'Hospitalet de Llobregat,0,22-07-2022 18:12:00,22-07-2022 19:59:00
R4,77987,L'Hospitalet de Llobregat,0,22-07-2022 18:42:00,22-07-2022 18:13:27
R4,77989,L'Hospitalet de Llobregat,0,22-07-2022 19:00:00,22-07-2022 18:13:00
R1,78051,Maçanet-Massanes,32,22-07-2022 18:10:00,22-07-2022 18:12:43
NA,78051,Tordera,33,NA,22-07-2022 18:06:53
NA,78053,Santa Susanna,16,NA,22-07-2022 17:59:14
NA,78055,Canet de Mar,1,NA,22-07-2022 17:59:16
R1,78055,Sant Pol de Mar,5,22-07-2022 18:03:00,22-07-2022 18:06:57
R1,78055,Calella,5,22-07-2022 18:08:00,22-07-2022 18:12:47
NA,78057,Vilassar de Mar,3,NA,22-07-2022 17:59:21
R1,78057,Mataró,4,22-07-2022 18:06:00,22-07-2022 18:07:02
R1,78057,Caldes d'Estrac,3,22-07-2022 18:13:00,22-07-2022 18:12:49
NA,78059,Montgat Nord,5,NA,22-07-2022 17:59:21
R1,78059,Vilassar de Mar,2,22-07-2022 18:09:00,22-07-2022 18:07:04
R1,78059,Mataró,2,22-07-2022 18:16:00,22-07-2022 18:12:52
NA,78061,Barcelona-El Clot-Aragó,-2,NA,22-07-2022 17:59:23
R1,78061,Sant Adrià de Besòs,0,22-07-2022 18:07:00,22-07-2022 18:07:07
R1,78061,Montgat,1,22-07-2022 18:13:00,22-07-2022 18:12:56
NA,78063,Barcelona-Sants,2,NA,22-07-2022 17:59:21
R1,78063,Barcelona-Arc de Triomf,4,22-07-2022 18:05:00,22-07-2022 18:07:18
R1,78063,Barcelona-Plaça de Catalunya,2,22-07-2022 18:02:00,22-07-2022 17:59:34
R1,78063,Barcelona-El Clot-Aragó,5,22-07-2022 18:09:00,22-07-2022 18:12:56
R1,78064,El Masnou,59,22-07-2022 18:17:00,22-07-2022 18:13:07
R1,78064,Vilassar de Mar,61,22-07-2022 18:07:00,22-07-2022 18:07:18
NA,78064,Mataró,60,NA,22-07-2022 17:59:34
R1,78065,L'Hospitalet de Llobregat,2,22-07-2022 18:09:00,22-07-2022 18:13:07
R1,78066,Barcelona-Arc de Triomf,1,22-07-2022 18:15:00,22-07-2022 18:13:00
NA,78066,Sant Adrià de Besòs,5,NA,22-07-2022 18:07:10
R1,78067,L'Hospitalet de Llobregat,0,22-07-2022 18:18:00,22-07-2022 18:13:07
R1,78069,L'Hospitalet de Llobregat,0,22-07-2022 18:39:00,22-07-2022 18:13:07
NA,78070,Blanes,0,NA,22-07-2022 18:13:07
R1,78071,L'Hospitalet de Llobregat,0,22-07-2022 18:48:00,22-07-2022 18:13:07
R1,78072,Maçanet-Massanes,0,22-07-2022 18:09:00,22-07-2022 18:12:54
R1,78073,L'Hospitalet de Llobregat,0,22-07-2022 19:03:00,22-07-2022 18:13:00
R1,78074,Calella,0,22-07-2022 18:58:00,22-07-2022 18:12:52
R1,78076,Blanes,0,22-07-2022 18:53:00,22-07-2022 18:12:49
R1,78162,Barcelona-Plaça de Catalunya,2,22-07-2022 18:07:00,22-07-2022 18:07:10
NA,78162,Barcelona-El Clot-Aragó,1,NA,22-07-2022 17:59:27
R1,78164,Sant Adrià de Besòs,5,22-07-2022 18:09:00,22-07-2022 18:13:07
R1,78164,Badalona,4,22-07-2022 18:06:00,22-07-2022 18:07:18
NA,78164,Montgat Nord,3,NA,22-07-2022 17:59:34
NA,78164,El Masnou,2,NA,22-07-2022 17:59:27
R1,78166,Badalona,0,22-07-2022 18:15:00,22-07-2022 18:13:07
R1,78166,El Masnou,-1,22-07-2022 18:08:00,22-07-2022 18:07:18
NA,78166,Vilassar de Mar,3,NA,22-07-2022 17:59:34
NA,78167,Sant Andreu de Llavaneres,5,NA,22-07-2022 17:59:18
R1,78168,Mataró,2,22-07-2022 18:11:00,22-07-2022 18:13:07
NA,78169,Badalona,1,NA,22-07-2022 17:59:23
R1,78169,El Masnou,1,22-07-2022 18:08:00,22-07-2022 18:07:04
R1,78169,Premià de Mar,-1,22-07-2022 18:14:00,22-07-2022 18:12:54
R1,78170,Mataró,0,22-07-2022 18:21:00,22-07-2022 18:13:07
R1,78171,Barcelona-Sants,6,22-07-2022 18:04:00,22-07-2022 18:07:18
NA,78171,L'Hospitalet de Llobregat,0,NA,22-07-2022 17:59:34
R1,78171,Barcelona-Plaça de Catalunya,6,22-07-2022 18:09:00,22-07-2022 18:13:07
R1,78172,Mataró,0,22-07-2022 18:41:00,22-07-2022 18:12:56
R1,78173,L'Hospitalet de Llobregat,0,22-07-2022 18:27:00,22-07-2022 18:13:07
R1,78174,Arenys de Mar,0,22-07-2022 18:41:00,22-07-2022 18:12:56
R1,78175,L'Hospitalet de Llobregat,0,22-07-2022 18:57:00,22-07-2022 18:13:00
R1,78176,Arenys de Mar,0,22-07-2022 19:01:00,22-07-2022 18:12:52
NA,78329,Les Franqueses del Vallès,12,NA,22-07-2022 17:59:52
R3,78329,Figaró,10,22-07-2022 18:09:00,22-07-2022 18:07:35
R3,78329,Sant Martí de Centelles,11,22-07-2022 18:14:00,22-07-2022 18:13:23
NA,78330,Montcada Ripollet,11,NA,22-07-2022 17:59:27
R3,78330,Montcada Bifurcació,10,22-07-2022 18:02:00,22-07-2022 17:59:57
R3,78330,Barcelona-Torre del Baró,10,22-07-2022 18:05:00,22-07-2022 18:07:10
R3,78330,Barcelona-La Sagrera-Meridiana,11,22-07-2022 18:11:00,22-07-2022 18:13:00
R3,78331,L'Hospitalet de Llobregat,0,22-07-2022 18:24:00,22-07-2022 18:13:27
R3,78332,Centelles,6,22-07-2022 18:11:00,22-07-2022 18:13:27
R3,78332,Balenyà-Els Hostalets,5,22-07-2022 18:08:00,22-07-2022 18:07:39
NA,78332,Vic,5,NA,22-07-2022 17:59:57
R3,78333,L'Hospitalet de Llobregat,0,22-07-2022 18:54:00,22-07-2022 18:13:00
R3,78334,Vic,0,22-07-2022 18:54:00,22-07-2022 18:13:23
NA,78371,Vic,4,NA,22-07-2022 17:59:50
R3,78371,Torelló,5,22-07-2022 18:15:00,22-07-2022 18:13:21
R3,78372,Granollers-Canovelles,12,22-07-2022 18:10:00,22-07-2022 18:13:27
R3,78372,Les Franqueses del Vallès,12,22-07-2022 18:07:00,22-07-2022 18:07:39
NA,78372,La Garriga,13,NA,22-07-2022 18:07:10
R3,78373,Santa Perpètua de Mogoda La Florida,8,22-07-2022 18:03:00,22-07-2022 18:07:37
R3,78373,Mollet-Santa Rosa,7,22-07-2022 18:07:00,22-07-2022 18:13:25
NA,78373,Montcada Bifurcació,2,NA,22-07-2022 17:59:54
NA,78374,Ripoll,7,NA,22-07-2022 18:13:25
NA,78375,Barcelona-Sants,6,NA,22-07-2022 18:07:39
NA,78375,L'Hospitalet de Llobregat,0,NA,22-07-2022 17:59:57
R3,78375,Barcelona-Arc de Triomf,5,22-07-2022 18:09:00,22-07-2022 18:13:27
R3,78377,L'Hospitalet de Llobregat,0,22-07-2022 18:45:00,22-07-2022 18:13:00
R3,78378,La Tor de Querol-Enveig,0,22-07-2022 18:55:00,22-07-2022 18:13:17
R8,78656,Granollers Centre,0,22-07-2022 18:32:00,22-07-2022 18:13:55
NA,87644,Sabadell Nord,4,NA,22-07-2022 18:00:01
NA,87646,Barcelona-Sants,17,NA,22-07-2022 19:59:00
R4,87646,Barcelona-Plaça de Catalunya,19,22-07-2022 18:05:00,22-07-2022 18:07:47
R4,87646,Barcelona-La Sagrera-Meridiana,18,22-07-2022 18:14:00,22-07-2022 18:13:34
NA,87648,Castellbisbal,15,NA,22-07-2022 19:59:00
R4,87648,Molins de Rei,13,22-07-2022 18:09:00,22-07-2022 18:07:49
R4,87648,Sant Feliu de Llobregat,16,22-07-2022 18:12:00,22-07-2022 18:13:34
R4,87650,Martorell,0,22-07-2022 18:04:00,22-07-2022 18:13:39
R4,87652,Martorell,0,22-07-2022 18:34:00,22-07-2022 18:13:39
NA,88624,Martorell,0,NA,22-07-2022 18:13:55
R4,77560,Sant Vicenç de Castellet,NA,22-07-2022 19:10:00,NA
R4,77560,Terrassa,NA,22-07-2022 19:33:00,NA
R4,77560,Terrassa Est,NA,22-07-2022 19:36:00,NA
R4,77560,Sabadell Nord,NA,22-07-2022 19:40:00,NA
R4,77560,Sabadell Centre,NA,22-07-2022 19:43:00,NA
R4,77560,Sabadell Sud,NA,22-07-2022 19:46:00,NA
R4,77560,Barberà del Vallès,NA,22-07-2022 19:49:00,NA
R4,77560,Cerdanyola del Vallès,NA,22-07-2022 19:52:00,NA
R4,77560,Montcada i Reixac-Santa Maria,NA,22-07-2022 19:54:00,NA
R4,77560,Montcada i Reixac-Manresa,NA,22-07-2022 19:57:00,NA
R4,77560,Montcada Bifurcació,NA,22-07-2022 20:00:00,NA
R4,77560,Barcelona-Torre del Baró,NA,22-07-2022 20:02:00,NA
R4,77560,Barcelona-Sant Andreu Arenal,NA,22-07-2022 20:05:00,NA
R4,77560,Barcelona-La Sagrera-Meridiana,NA,22-07-2022 20:08:00,NA
R4,77560,Barcelona-Arc de Triomf,NA,22-07-2022 20:14:00,NA
R4,77560,Barcelona-Plaça de Catalunya,NA,22-07-2022 20:17:00,NA
R4,77560,Barcelona-Sants,NA,22-07-2022 20:22:00,NA
R4,77560,L'Hospitalet de Llobregat,NA,22-07-2022 20:30:00,NA
R4,77560,Cornellà,NA,22-07-2022 20:33:00,NA
R4,77560,Sant Joan Despí,NA,22-07-2022 20:35:00,NA
R4,77560,Sant Feliu de Llobregat,NA,22-07-2022 20:37:00,NA
R4,77560,Molins de Rei,NA,22-07-2022 20:41:00,NA
R4,77560,El Papiol,NA,22-07-2022 20:44:00,NA
R4,77560,Castellbisbal,NA,22-07-2022 20:49:00,NA
R4,77560,Martorell,NA,22-07-2022 20:56:00,NA
R4,77560,Gelida,NA,22-07-2022 21:02:00,NA
R4,77560,Sant Sadurní d'Anoia,NA,22-07-2022 21:07:00,NA
R4,77560,Lavern-Subirats,NA,22-07-2022 21:10:00,NA
R4,77560,La Granada,NA,22-07-2022 21:14:00,NA
R4,77560,Vilafranca del Penedès,NA,22-07-2022 21:18:00,NA
R2,28380,Sitges,NA,22-07-2022 19:15:00,NA
R2,28380,Garraf,NA,22-07-2022 19:23:00,NA
R2,28380,Platja de Castelldefels,NA,22-07-2022 19:28:00,NA
R2,28380,Castelldefels,NA,22-07-2022 19:32:00,NA
R2,28380,Gavà,NA,22-07-2022 19:36:00,NA
R2,28380,Viladecans,NA,22-07-2022 19:38:00,NA
R2,28380,El Prat de Llobregat,NA,22-07-2022 19:43:00,NA
R2,28380,Bellvitge,NA,22-07-2022 19:48:00,NA
R2,28380,Barcelona-Sants,NA,22-07-2022 19:57:00,NA
R2,28380,Barcelona-Passeig de Gràcia,NA,22-07-2022 20:02:00,NA
R2,28380,Barcelona-Estació de França,NA,22-07-2022 20:12:00,NA
R2,28458,Palautordera,NA,22-07-2022 19:11:00,NA
R2,28458,Llinars del Vallès,NA,22-07-2022 19:16:00,NA
R2,28458,Cardedeu,NA,22-07-2022 19:20:00,NA
R2,28458,Les Franqueses-Granollers Nord,NA,22-07-2022 19:25:00,NA
R2,28458,Granollers Centre,NA,22-07-2022 19:29:00,NA
R2,28458,Montmeló,NA,22-07-2022 19:34:00,NA
R2,28458,Mollet-Sant Fost,NA,22-07-2022 19:38:00,NA
R2,28458,La Llagosta,NA,22-07-2022 19:41:00,NA
R2,28458,Montcada i Reixac,NA,22-07-2022 19:44:00,NA
R2,28458,Barcelona-Sant Andreu Comtal,NA,22-07-2022 19:51:00,NA
R2,28458,Barcelona-El Clot-Aragó,NA,22-07-2022 19:56:00,NA
R2,28458,Barcelona-Passeig de Gràcia,NA,22-07-2022 20:02:00,NA
R2,28458,Barcelona-Sants,NA,22-07-2022 20:09:00,NA
R2,28458,Bellvitge,NA,22-07-2022 20:15:00,NA
R2,28458,El Prat de Llobregat,NA,22-07-2022 20:20:00,NA
R2,28458,Aeroport,NA,22-07-2022 20:26:00,NA
R1,78073,Barcelona-Sants,NA,22-07-2022 19:10:00,NA
R1,78073,Barcelona-Plaça de Catalunya,NA,22-07-2022 19:15:00,NA
R1,78073,Barcelona-Arc de Triomf,NA,22-07-2022 19:18:00,NA
R1,78073,Barcelona-El Clot-Aragó,NA,22-07-2022 19:22:00,NA
R1,78073,Sant Adrià de Besòs,NA,22-07-2022 19:31:00,NA
R1,78073,Badalona,NA,22-07-2022 19:35:00,NA
R1,78073,Montgat,NA,22-07-2022 19:37:00,NA
R1,78073,Montgat Nord,NA,22-07-2022 19:39:00,NA
R1,78073,El Masnou,NA,22-07-2022 19:42:00,NA
R1,78073,Premià de Mar,NA,22-07-2022 19:48:00,NA
R1,78073,Vilassar de Mar,NA,22-07-2022 19:51:00,NA
R1,78073,Cabrera de Mar-Vilassar de Mar,NA,22-07-2022 19:53:00,NA
R1,78073,Mataró,NA,22-07-2022 19:58:00,NA
R1,78073,Sant Andreu de Llavaneres,NA,22-07-2022 20:03:00,NA
R1,78073,Caldes d'Estrac,NA,22-07-2022 20:07:00,NA
R1,78073,Arenys de Mar,NA,22-07-2022 20:11:00,NA
R1,78073,Canet de Mar,NA,22-07-2022 20:16:00,NA
R1,78073,Sant Pol de Mar,NA,22-07-2022 20:22:00,NA
R1,78073,Calella,NA,22-07-2022 20:26:00,NA
